"country_name","genres","n"
"Trinidad and Tobago","Thriller",94
"Trinidad and Tobago","War",4
"Trinidad and Tobago","Western",1
"Turkey","Action",229
"Turkey","Adult",3
"Turkey","Adventure",127
"Turkey","Animation",31
"Turkey","Biography",11
"Turkey","Comedy",151
"Turkey","Crime",143
"Turkey","Documentary",16
"Turkey","Drama",341
"Turkey","Family",23
"Turkey","Fantasy",62
"Turkey","Film-Noir",3
"Turkey","Game-Show",3
"Turkey","History",6
"Turkey","Horror",42
"Turkey","Music",1
"Turkey","Musical",1
"Turkey","Mystery",61
"Turkey","Reality-TV",12
"Turkey","Romance",83
"Turkey","Sci-Fi",42
"Turkey","Sport",20
"Turkey","Talk-Show",14
"Turkey","Thriller",71
"Turkey","War",4
"Turkey","Western",2
"Ukraine","Action",227
"Ukraine","Adult",3
"Ukraine","Adventure",139
"Ukraine","Animation",66
"Ukraine","Biography",10
"Ukraine","Comedy",179
"Ukraine","Crime",165
"Ukraine","Documentary",24
"Ukraine","Drama",317
"Ukraine","Family",33
"Ukraine","Fantasy",36
"Ukraine","Film-Noir",5
"Ukraine","Game-Show",2
"Ukraine","History",3
"Ukraine","Horror",32
"Ukraine","Music",3
"Ukraine","Mystery",50
"Ukraine","Reality-TV",4
"Ukraine","Romance",67
"Ukraine","Sci-Fi",25
"Ukraine","Sport",8
"Ukraine","Talk-Show",14
"Ukraine","Thriller",62
"Ukraine","War",2
"Ukraine","Western",3
"United Arab Emirates","Action",221
"United Arab Emirates","Adult",2
"United Arab Emirates","Adventure",122
"United Arab Emirates","Animation",39
"United Arab Emirates","Biography",17
"United Arab Emirates","Comedy",161
"United Arab Emirates","Crime",136
"United Arab Emirates","Documentary",20
"United Arab Emirates","Drama",343
"United Arab Emirates","Family",17
"United Arab Emirates","Fantasy",43
"United Arab Emirates","Film-Noir",3
"United Arab Emirates","Game-Show",11
"United Arab Emirates","History",6
"United Arab Emirates","Horror",33
"United Arab Emirates","Music",1
"United Arab Emirates","Mystery",51
"United Arab Emirates","Reality-TV",16
"United Arab Emirates","Romance",116
"United Arab Emirates","Sci-Fi",27
"United Arab Emirates","Short",1
"United Arab Emirates","Sport",7
"United Arab Emirates","Talk-Show",9
"United Arab Emirates","Thriller",66
"United Arab Emirates","War",3
"United Arab Emirates","Western",2
"United Kingdom","Action",186
"United Kingdom","Adult",3
"United Kingdom","Adventure",141
"United Kingdom","Animation",66
"United Kingdom","Biography",15
"United Kingdom","Comedy",212
"United Kingdom","Crime",112
"United Kingdom","Documentary",26
"United Kingdom","Drama",273
"United Kingdom","Family",33
"United Kingdom","Fantasy",38
"United Kingdom","Film-Noir",3
"United Kingdom","Game-Show",5
"United Kingdom","History",7
"United Kingdom","Horror",30
"United Kingdom","Music",1
"United Kingdom","Musical",3
"United Kingdom","Mystery",37
"United Kingdom","Reality-TV",17
"United Kingdom","Romance",83
"United Kingdom","Sci-Fi",36
"United Kingdom","Short",4
"United Kingdom","Sport",9
"United Kingdom","Talk-Show",6
"United Kingdom","Thriller",58
"United Kingdom","War",5
"United Kingdom","Western",5
"United States","Action",156
"United States","Adult",4
"United States","Adventure",114
"United States","Animation",53
"United States","Biography",4
"United States","Comedy",164
"United States","Crime",105
"United States","Documentary",20
"United States","Drama",279
"United States","Family",35
"United States","Fantasy",30
"United States","Film-Noir",3
"United States","Game-Show",10
"United States","History",5
"United States","Horror",34
"United States","Music",11
"United States","Mystery",57
"United States","Reality-TV",23
"United States","Romance",60
"United States","Sci-Fi",34
"United States","Sport",24
"United States","Talk-Show",8
"United States","Thriller",44
"United States","War",3
"Uruguay","Action",150
"Uruguay","Adult",4
"Uruguay","Adventure",111
"Uruguay","Animation",47
"Uruguay","Biography",11
"Uruguay","Comedy",158
"Uruguay","Crime",148
"Uruguay","Documentary",15
"Uruguay","Drama",367
"Uruguay","Family",19
"Uruguay","Fantasy",23
"Uruguay","Film-Noir",3
"Uruguay","Game-Show",1
"Uruguay","History",9
"Uruguay","Horror",41
"Uruguay","Music",35
"Uruguay","Musical",2
"Uruguay","Mystery",68
"Uruguay","Reality-TV",3
"Uruguay","Romance",82
"Uruguay","Sci-Fi",18
"Uruguay","Sport",8
"Uruguay","Talk-Show",9
"Uruguay","Thriller",81
"Uruguay","War",4
"Uruguay","Western",1
"Venezuela","Action",147
"Venezuela","Adult",4
"Venezuela","Adventure",83
"Venezuela","Animation",38
"Venezuela","Biography",4
"Venezuela","Comedy",178
"Venezuela","Crime",115
"Venezuela","Documentary",17
"Venezuela","Drama",320
"Venezuela","Family",20
"Venezuela","Fantasy",22
"Venezuela","Film-Noir",3
"Venezuela","History",4
"Venezuela","Horror",31
"Venezuela","Music",26
"Venezuela","Musical",1
"Venezuela","Mystery",49
"Venezuela","Reality-TV",3
"Venezuela","Romance",118
"Venezuela","Sci-Fi",17
"Venezuela","Sport",8
"Venezuela","Talk-Show",7
"Venezuela","Thriller",76
"Venezuela","War",4
"Vietnam","Action",282
"Vietnam","Adult",2
"Vietnam","Adventure",130
"Vietnam","Animation",22
"Vietnam","Biography",4
"Vietnam","Comedy",232
"Vietnam","Crime",132
"Vietnam","Documentary",17
"Vietnam","Drama",319
"Vietnam","Family",30
"Vietnam","Fantasy",46
"Vietnam","Film-Noir",3
"Vietnam","Game-Show",1
"Vietnam","History",12
"Vietnam","Horror",34
"Vietnam","Music",5
"Vietnam","Mystery",64
"Vietnam","Reality-TV",1
"Vietnam","Romance",123
"Vietnam","Sci-Fi",49
"Vietnam","Short",3
"Vietnam","Talk-Show",4
"Vietnam","Thriller",83
"Vietnam","War",5
